,EmployeeID,Age,Gender,MaritalStatus,NumberChildren,DateBirth,Over18,Education,EducationField,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition,OverTime,DistanceFromHome,RemoteWork,BusinessTravel,TrainingTimesLastYear,Department,JobRole,JobLevel,DailyRate,HourlyRate,MonthlyRate,MonthlyIncome,PercentSalaryHike,StockOptionLevel,Salary,StandardHours
131,683,34,Male,Married,,1989,,5,,1,,10,,8,8,1,4,4,2.0,3,3.0,No,No,1,1,travel_rarely,4, Research & Development , research scientist ,1,1397.0,42.0,7660.0,2691.0,12,1,1000000000,80.0
132,780,33,Male,Single,,1990,Y,4,Other,1,"10,0",10,,7,8,1,4,3,2.0,3,3.0,Yes,,1,0,travel_rarely,2,, research scientist ,1,527.0,63.0,5207.0,,13,0,1000000000,80.0
133,817,33,Male,Married,,1990,,3,Medical,0,,13,,3,7,1,3,4,4.0,3,3.0,No,No,7,1,,3, Research & Development , research director ,3,213.0,49.0,25995.0,,11,0,1000000000,
134,901,53,Female,,,1970,Y,4,,6,"33,0",12,,3,8,1,4,3,3.0,3,3.0,No,No,23,1,travel_rarely,0,, research director ,4,,72.0,20206.0,,18,0,1000000000,
135,944,49,Female,Married,,1974,,2,Other,4,"29,0",26,,1,7,1,2,3,2.0,3,3.0,No,,8,0,travel_rarely,3,, laboratory technician ,3,527.0,51.0,22477.0,7403.0,11,1,1000000000,
136,984,35,Male,,,1988,Y,4,,6,,10,,0,8,2,4,2,3.0,3,3.0,No,,21,0,,2,, sales executive ,3,882.0,,6812.0,,13,1,1000000000,80.0
137,1088,38,Female,Married,,1985,,1,Life Sciences,0,"20,0",19,,1,9,1,3,1,2.0,2,3.0,No,,17,0,travel_rarely,4,, healthcare representative ,3,330.0,65.0,24608.0,8823.0,18,1,1000000000,
138,1124,46,Male,Married,,1977,Y,1,Marketing,3,,12,,4,9,1,3,4,3.0,3,3.0,No,No,3,0,,3, Sales , manager ,4,406.0,,15596.0,,12,1,1000000000,
139,nan43,36,Male,Single,,1987,Y,4,,2,"18,0",11,,0,9,1,4,1,3.0,3,4.0,No,,18,0,non-travel,0,, manufacturing director ,2,217.0,78.0,23238.0,,20,0,1000000000,
140,1167,42,Male,Single,,1981,,3,Life Sciences,0,,21,,13,14,2,1,2,2.0,3,,Yes,,15,1,travel_frequently,2,, sales executive ,4,481.0,44.0,2447.0,,12,0,1000000000,
141,1184,34,Male,Single,,1989,,3,,0,"14,0",13,,4,9,1,1,3,3.0,2,4.0,No,No,1,1,travel_frequently,3,, healthcare representative ,2,669.0,97.0,25755.0,,20,0,1000000000,
142,nan44,30,Male,,,1993,,3,Medical,0,"12,0",11,,5,7,1,2,1,3.0,3,4.0,No,Yes,1,1,travel_rarely,2, Research & Development , research scientist ,1,1465.0,63.0,9369.0,3579.0,21,1,1000000000,
143,nan45,54,Male,Married,,1969,,3,Life Sciences,3,"36,0",10,,0,9,1,4,1,3.0,3,3.0,No,No,3,1,travel_rarely,2,, research director ,4,685.0,85.0,23474.0,17779.0,14,0,1000000000,80.0
144,1252,31,Female,Single,,1992,,3,Medical,1,"10,0",10,,1,8,1,1,2,3.0,2,,No,No,24,0,travel_rarely,2,, healthcare representative ,2,1062.0,96.0,17198.0,,19,0,1000000000,
145,1267,44,Male,Married,,1979,,3,,7,"26,0",22,,3,10,1,2,3,3.0,3,3.0,No,No,5,1,,5,, manager ,5,1099.0,88.0,8751.0,18213.0,11,1,1000000000,80.0
146,1278,55,Male,Divorced,,1968,Y,1,,1,,33,,15,0,1,2,4,3.0,2,3.0,No,Yes,8,0,non-travel,3,, healthcare representative ,4,177.0,37.0,25592.0,13577.0,15,1,1000000000,
147,1288,44,Male,Divorced,,1979,Y,2,Life Sciences,1,,25,,14,13,1,1,4,2.0,4,3.0,No,No,4,0,travel_rarely,4,, manager ,5,1199.0,92.0,17477.0,19190.0,14,2,1000000000,
148,nan46,34,Male,,,1989,Y,3,Life Sciences,4,"14,0",10,,1,8,1,2,4,4.0,2,3.0,No,No,11,1,travel_frequently,5, Human Resources , human resources ,2,648.0,56.0,21833.0,,11,2,1000000000,
149,1307,39,Female,Divorced,,1984,,4,,6,,19,,15,2,1,2,4,3.0,2,3.0,No,Yes,13,0,,4,, manager ,4,412.0,94.0,17334.0,17123.0,13,2,1000000000,
150,1336,55,Female,,,1968,Y,2,Medical,4,"23,0",19,,9,11,1,3,4,3.0,1,,No,,2,1,travel_rarely,5,, manager ,5,282.0,58.0,6992.0,19187.0,14,1,1000000000,
151,1352,51,Male,,,1972,Y,3,Life Sciences,1,,33,,0,10,1,2,2,3.0,3,3.0,No,,5,1,,2,, manager ,4,770.0,84.0,17588.0,,11,1,1000000000,80.0
152,1360,58,Female,Married,,1965,Y,4,Medical,7,,10,,5,9,2,1,4,2.0,2,3.0,Yes,,14,1,,0,, manufacturing director ,3,601.0,53.0,12023.0,10008.0,14,0,1000000000,80.0
153,nan47,48,Male,Single,,1975,Y,3,Life Sciences,1,"11,0",10,,0,8,1,4,3,3.0,3,3.0,No,No,4,1,,2,, manufacturing director ,3,855.0,54.0,18706.0,,11,0,1000000000,
154,1419,29,Male,Single,,1994,Y,3,,1,,10,,0,9,1,1,1,2.0,2,3.0,No,,17,0,travel_rarely,3, Human Resources , human resources ,3,332.0,51.0,9769.0,7988.0,13,0,1000000000,
155,1478,34,Male,Single,,1989,,3,Other,3,"15,0",13,,3,12,1,1,4,3.0,1,,No,No,3,1,,2,, sales executive ,2,1326.0,81.0,15891.0,,18,0,1000000000,80.0
156,1480,42,Female,,,1981,,2,,1,"12,0",12,,5,8,1,4,3,3.0,3,3.0,No,,9,1,travel_frequently,3,, laboratory technician ,1,748.0,74.0,16458.0,,13,0,1000000000,
157,nan48,57,Male,Married,,1966,,2,Life Sciences,0,"13,0",12,,2,8,1,3,1,2.0,4,4.0,No,No,1,1,travel_rarely,2,, research scientist ,2,405.0,93.0,2721.0,,24,1,1000000000,
158,1489,34,Female,Single,,1989,Y,4,,0,"16,0",15,,10,10,1,2,3,4.0,2,4.0,Yes,Yes,24,0,travel_rarely,2,, sales executive ,2,790.0,40.0,7815.0,,23,0,1000000000,
159,1520,54,Female,,,1969,Y,4,Medical,3,"26,0",14,,1,12,1,4,1,3.0,3,,No,No,11,1,travel_frequently,2,, manager ,4,1050.0,87.0,24456.0,,20,1,1000000000,
160,1535,34,Male,,,1989,Y,3,,1,,10,,8,6,1,3,4,3.0,2,3.0,No,,1,0,travel_rarely,3,, sales executive ,3,971.0,64.0,12288.0,7083.0,14,0,1000000000,80.0
161,1586,29,Male,Single,,1994,,1,Medical,1,,10,,1,5,1,1,4,,3,3.0,No,,3,1,,3,, laboratory technician ,1,1370.0,87.0,16213.0,4723.0,18,0,1000000000,
162,1596,35,Male,,,1988,,3,Life Sciences,1,,10,,6,8,1,3,4,2.0,4,,No,,28,1,travel_rarely,3,, laboratory technician ,2,750.0,46.0,25348.0,3407.0,17,2,1000000000,
163,1667,35,Male,,,1988,,4,Other,3,"13,0",11,,6,7,1,4,1,4.0,3,4.0,Yes,,12,1,,2,, sales executive ,2,880.0,36.0,10414.0,,24,0,1000000000,
164,1701,34,Female,Married,,1989,,3,Life Sciences,1,"10,0",10,,8,7,1,4,2,3.0,2,3.0,No,No,19,1,travel_rarely,3,, research scientist ,1,678.0,35.0,20338.0,2929.0,12,0,1000000000,
165,1706,43,Male,,,1980,Y,3,,1,"10,0",10,,8,8,1,4,1,3.0,3,3.0,No,Yes,2,0,,3,, sales executive ,2,1179.0,73.0,6069.0,,17,1,1000000000,
166,nan49,58,Male,Divorced,,1965,,3,Medical,4,"37,0",16,,14,14,1,2,4,2.0,3,4.0,No,No,2,1,non-travel,0,, manager ,4,350.0,52.0,22577.0,,22,1,1000000000,
167,nan50,36,Female,Married,,1987,,4,,1,"10,0",10,,1,7,2,3,1,3.0,2,3.0,No,Yes,14,0,travel_rarely,4, Sales , sales executive ,2,1266.0,63.0,6060.0,,13,1,1000000000,
168,1971,43,Male,Married,,1980,Y,3,Life Sciences,1,"10,0",10,,0,9,1,3,2,3.0,3,3.0,No,,11,1,travel_rarely,1,, healthcare representative ,3,574.0,30.0,16873.0,,17,1,1000000000,
169,nan51,55,Male,Married,,1968,,4,Human Resources,4,"35,0",10,,1,4,1,2,1,3.0,4,3.0,No,Yes,26,1,,0,, manager ,5,189.0,71.0,25811.0,,18,1,1000000000,80.0
170,1976,42,Male,Single,,1981,Y,2,,1,"20,0",20,,3,7,1,3,4,3.0,2,3.0,No,,23,1,,2, Research & Development , research scientist ,2,,37.0,14811.0,,12,0,1000000000,80.0
171,1985,40,Female,Married,,1983,,3,Technical Degree,1,"10,0",10,,9,4,1,3,1,4.0,3,,No,,11,1,,2,, laboratory technician ,2,692.0,73.0,26849.0,,11,1,1000000000,
172,2032,56,Male,Married,,1967,Y,2,Technical Degree,8,"14,0",10,,9,8,1,3,4,1.0,3,3.0,Yes,No,7,1,,4, Research & Development , laboratory technician ,1,310.0,72.0,3666.0,,11,1,1000000000,80.0
173,2056,39,Female,,,1984,Y,1,Marketing,0,,20,,9,6,3,4,1,2.0,2,3.0,No,,33,1,travel_rarely,2,, sales executive ,4,722.0,60.0,8828.0,12031.0,11,1,1000000000,80.0
174,nan52,53,Female,Married,,1970,,4,Life Sciences,2,,25,,3,7,1,4,3,3.0,2,3.0,No,No,2,1,travel_rarely,3,, manager ,4,1219.0,78.0,22021.0,15427.0,16,0,1000000000,80.0
175,nan53,27,Male,Single,,1996,Y,3,,1,"9,0",9,,1,7,1,3,4,3.0,3,3.0,No,No,8,0,travel_frequently,0,, sales executive ,3,994.0,37.0,2975.0,,15,0,1000000000,
176,57,30,Female,,,1993,,2,,1,"12,0",12,,3,7,1,4,4,,3,4.0,No,,1,1,travel_frequently,2,, laboratory technician ,2,721.0,58.0,10781.0,,23,0,1000000000,
177,nan54,35,Male,Married,,1988,Y,5,Life Sciences,1,"9,0",9,,1,8,1,1,4,2.0,3,4.0,No,,18,1,,3,, sales executive ,3,853.0,71.0,11031.0,,22,1,1000000000,80.0
178,78,32,Male,Married,,1991,,3,Medical,1,"9,0",9,,7,8,1,4,2,3.0,3,4.0,No,Yes,1,1,travel_rarely,3, Research & Development , manufacturing director ,2,427.0,,10877.0,6162.0,22,1,1000000000,
179,104,30,Male,Married,,1993,,1,Life Sciences,1,,10,,3,0,1,4,3,,2,3.0,No,,1,0,travel_rarely,1,, laboratory technician ,2,852.0,55.0,15998.0,5126.0,12,2,1000000000,
180,118,46,Male,,,1977,,2,Medical,1,"9,0",9,,4,7,1,4,4,3.0,2,3.0,Yes,No,9,0,,3, Sales , sales executive ,3,669.0,64.0,13596.0,9619.0,16,0,1000000000,
181,121,30,Female,,,1993,,2,,1,"11,0",11,,2,7,1,2,2,2.0,2,3.0,No,Yes,4,0,travel_rarely,4,, sales executive ,2,1334.0,63.0,19760.0,,12,3,1000000000,
182,125,32,Male,Single,,1991,Y,4,,1,"12,0",11,,5,7,1,3,1,3.0,3,3.0,No,No,6,1,,0,, sales executive ,2,1093.0,87.0,24301.0,5010.0,16,0,1000000000,80.0
183,nan55,35,Male,Married,,1988,Y,5,Marketing,1,,10,,0,6,1,2,1,3.0,3,3.0,No,,37,0,travel_rarely,3,, sales executive ,3,,94.0,11439.0,,13,2,1000000000,
184,207,32,Female,Single,,1991,Y,3,Marketing,1,"9,0",9,,3,7,1,4,4,3.0,3,3.0,No,,8,1,,2,, sales executive ,3,967.0,43.0,15589.0,,14,0,1000000000,80.0
185,227,41,Male,Divorced,,1982,Y,3,Life Sciences,4,,9,,1,8,1,3,1,3.0,3,3.0,No,No,34,1,travel_rarely,2, Research & Development , research scientist ,1,465.0,56.0,4609.0,,12,1,1000000000,
186,253,40,Female,,,1983,,1,Medical,1,"21,0",20,,9,9,1,3,2,3.0,3,3.0,No,No,4,0,travel_rarely,2,, manager ,5,989.0,46.0,6499.0,19033.0,14,1,1000000000,
187,264,45,Male,Married,,1978,Y,2,,9,"22,0",20,,11,8,1,4,4,3.0,2,4.0,No,No,2,1,,1,, manager ,4,1195.0,65.0,20462.0,,23,1,1000000000,
188,291,32,Male,Married,,1991,,4,,1,"14,0",14,,9,8,1,4,3,2.0,1,3.0,Yes,No,4,0,travel_rarely,2,, sales executive ,3,1045.0,32.0,25812.0,10400.0,11,0,1000000000,80.0
189,292,30,Male,,,1993,,1,Life Sciences,1,,11,,5,8,1,3,3,3.0,2,4.0,No,No,1,1,non-travel,2, Research & Development , manufacturing director ,3,829.0,88.0,20925.0,,22,0,1000000000,80.0
190,306,37,Male,,,1986,,3,,1,,10,,0,7,1,4,3,3.0,3,3.0,No,,11,1,,1,, research director ,3,663.0,47.0,10056.0,,14,3,1000000000,
191,nan56,37,Male,Divorced,,1986,,4,,4,"13,0",9,,5,8,1,4,3,3.0,3,3.0,No,No,4,0,,2,, sales representative ,1,319.0,41.0,2539.0,2793.0,17,1,1000000000,80.0
192,335,40,Male,,,1983,Y,2,Technical Degree,1,,9,,4,7,1,4,1,3.0,3,3.0,No,No,24,0,,3,, research scientist ,2,1300.0,62.0,24447.0,,17,2,1000000000,
193,nan57,36,Female,Married,,1987,,4,,7,"11,0",9,,0,8,1,2,3,3.0,3,3.0,No,,24,1,non-travel,3,, laboratory technician ,2,1105.0,47.0,6927.0,5674.0,15,1,1000000000,
194,420,32,Male,Married,,1991,Y,3,Life Sciences,1,"13,0",13,,4,8,1,3,3,2.0,2,3.0,No,,7,1,travel_rarely,3,, sales executive ,2,906.0,91.0,16985.0,,14,1,1000000000,
195,421,38,Female,,,1985,Y,2,Life Sciences,3,,10,,0,1,1,2,3,3.0,2,3.0,No,,25,1,,2,, research director ,3,849.0,81.0,26707.0,,17,1,1000000000,
196,441,30,Female,Married,,1993,,2,,1,"11,0",10,,1,9,1,4,4,3.0,3,3.0,No,No,28,1,travel_rarely,2,, research scientist ,2,1275.0,64.0,11934.0,,13,2,1000000000,80.0
197,531,39,Male,,,1984,,1,,1,"21,0",21,,1,6,1,3,3,3.0,3,3.0,No,,1,1,,3,, manager ,5,1218.0,52.0,8213.0,19197.0,14,1,1000000000,
198,549,60,Female,,,1963,,3,Life Sciences,5,"33,0",29,,11,10,1,1,4,1.0,3,3.0,No,No,7,1,,5,, manager ,5,422.0,41.0,3854.0,,11,0,1000000000,80.0
199,567,30,Female,,,1993,,4,Other,0,"10,0",9,,7,8,1,1,3,3.0,3,3.0,No,,22,1,,3,, sales executive ,3,1398.0,69.0,2890.0,8412.0,11,0,1000000000,
200,581,31,Male,Divorced,,1992,Y,1,,1,,13,,0,8,1,2,4,4.0,3,4.0,No,No,9,1,travel_rarely,6, Research & Development , manufacturing director ,3,1274.0,,14394.0,,25,1,1000000000,
201,702,33,Male,Single,,1990,Y,3,Life Sciences,1,,10,,9,7,1,1,1,3.0,3,3.0,Yes,Yes,3,0,,3,, research scientist ,1,1076.0,70.0,3164.0,3348.0,11,0,1000000000,80.0
202,716,50,Male,Married,,1973,Y,1,Medical,1,"20,0",20,,3,8,1,3,3,3.0,4,,No,Yes,28,1,,3,, laboratory technician ,1,1207.0,74.0,3297.0,,11,3,1000000000,
203,772,32,Male,,,1991,,4,Life Sciences,1,"10,0",10,,4,7,1,4,4,3.0,3,,No,No,24,1,,2, Research & Development , laboratory technician ,2,430.0,80.0,21146.0,5309.0,15,2,1000000000,
204,836,42,Male,,,1981,,3,,1,"10,0",9,,7,8,1,2,4,2.0,3,3.0,No,,29,1,,3,, manufacturing director ,2,933.0,98.0,11806.0,,13,1,1000000000,80.0
205,840,49,Female,Married,,1974,,3,Marketing,1,,9,,7,7,1,4,1,4.0,3,3.0,Yes,No,11,0,,3, Sales , sales executive ,3,1184.0,43.0,5860.0,7654.0,18,2,1000000000,
206,844,27,Male,Divorced,,1996,,1,,1,,9,,0,8,1,4,2,3.0,2,3.0,No,,5,1,,3,, research director ,3,,42.0,8842.0,12808.0,16,1,1000000000,
207,nan58,33,Male,Divorced,,1990,Y,3,Medical,1,"9,0",9,,0,8,1,1,1,3.0,4,,No,,1,1,travel_rarely,5,, sales executive ,2,586.0,48.0,21816.0,,22,1,1000000000,
208,867,52,Female,Married,,1971,Y,4,,3,"31,0",9,,0,0,1,4,3,3.0,2,4.0,No,No,26,0,,3, Research & Development , manufacturing director ,4,890.0,81.0,19028.0,,22,0,1000000000,80.0
209,889,32,Male,,,1991,,2,Life Sciences,1,"10,0",10,,5,3,1,2,4,3.0,3,3.0,No,No,5,1,,3,, sales executive ,2,379.0,48.0,8891.0,,14,1,1000000000,80.0
210,924,36,Male,,,1987,Y,1,Life Sciences,0,,16,,4,11,1,4,1,2.0,3,3.0,No,,14,0,,2,, healthcare representative ,2,1425.0,68.0,4821.0,6586.0,17,1,1000000000,
211,nan59,31,Female,,,1992,,2,,1,,9,,0,0,1,3,4,2.0,3,3.0,No,,20,0,non-travel,2, Sales , sales executive ,2,1188.0,45.0,24406.0,,13,1,1000000000,
212,nan60,36,Male,Single,,1987,Y,4,Medical,4,,11,,3,9,1,3,3,3.0,3,4.0,No,No,2,1,travel_rarely,6,, laboratory technician ,1,938.0,79.0,12287.0,2519.0,21,0,1000000000,
213,976,52,Male,Married,,1971,,2,Life Sciences,2,"26,0",9,,7,8,1,4,2,,3,3.0,No,,1,1,,2,, manager ,4,1053.0,70.0,13829.0,17099.0,15,1,1000000000,80.0
214,992,33,Male,Single,,1990,,3,,1,"10,0",10,,6,0,1,3,4,3.0,3,3.0,No,,17,0,non-travel,2,, manager ,4,722.0,38.0,20489.0,,11,0,1000000000,
215,1002,45,Male,,,1978,,2,Life Sciences,1,"9,0",9,,0,8,1,1,3,3.0,3,3.0,No,Yes,23,1,non-travel,2,, laboratory technician ,2,248.0,42.0,14039.0,,15,1,1000000000,80.0
216,1073,36,Female,,,1987,Y,5,,0,"15,0",14,,7,8,1,4,2,2.0,2,3.0,No,,12,1,travel_rarely,2, Research & Development , manufacturing director ,3,796.0,51.0,15669.0,,11,0,1000000000,
217,1138,49,Male,,,1974,Y,4,,6,"22,0",9,,2,3,1,2,2,3.0,2,3.0,No,,8,0,,3,, sales executive ,4,174.0,56.0,11879.0,13120.0,17,1,1000000000,80.0
218,nan61,29,Female,,,1994,Y,1,,1,"11,0",11,,3,10,1,1,1,1.0,2,,Yes,,23,1,,3,, sales executive ,3,408.0,45.0,11162.0,,13,1,1000000000,
219,1192,29,Female,Married,,1994,,1,,1,,10,,0,8,1,4,1,3.0,3,3.0,No,,6,0,,5,, laboratory technician ,1,,54.0,26342.0,3131.0,13,1,1000000000,
220,1196,37,Female,Married,,1986,Y,3,Life Sciences,1,"14,0",14,,3,11,1,4,2,2.0,2,3.0,No,,1,1,,2, Research & Development , manufacturing director ,2,977.0,56.0,9961.0,,13,1,1000000000,80.0
221,nan62,33,Male,,,1990,Y,5,,0,,9,,0,8,1,3,4,3.0,4,3.0,No,,10,1,travel_rarely,3,, sales executive ,3,536.0,82.0,21708.0,,14,2,1000000000,
222,nan63,34,Female,Divorced,,1989,,3,Medical,4,"15,0",11,,5,10,1,2,3,4.0,3,3.0,No,No,19,1,travel_frequently,2,, laboratory technician ,2,135.0,46.0,22534.0,4444.0,13,2,1000000000,80.0
223,1315,28,Female,Married,,1995,,3,,0,"10,0",9,,7,5,1,4,1,3.0,1,3.0,No,No,1,1,non-travel,6,, laboratory technician ,2,1476.0,55.0,16392.0,6674.0,11,3,1000000000,
224,1324,31,Female,,,1992,,4,,1,"10,0",10,,9,6,1,3,1,2.0,3,3.0,No,Yes,2,1,non-travel,5,, sales executive ,3,587.0,57.0,8935.0,9852.0,19,1,1000000000,
225,1334,42,Male,,,1981,,1,Life Sciences,0,"21,0",20,,2,10,1,3,4,2.0,3,,No,Yes,2,0,non-travel,3,, manager ,4,495.0,,26582.0,17861.0,13,0,1000000000,80.0
226,1346,40,Male,Single,,1983,,3,Life Sciences,1,"9,0",9,,8,8,1,4,3,3.0,3,3.0,No,,2,1,travel_rarely,4,, research scientist ,2,523.0,98.0,22455.0,,13,0,1000000000,80.0
227,1356,34,Female,Single,,1989,Y,2,Medical,1,,10,,9,6,1,1,4,4.0,3,3.0,No,,15,1,,6,, sales executive ,2,507.0,66.0,23553.0,,12,0,1000000000,
228,1423,58,Female,,,1965,Y,3,,3,,9,,1,5,1,1,3,3.0,3,4.0,No,,1,0,travel_rarely,3,, research director ,5,1055.0,76.0,22456.0,,21,1,1000000000,
229,1459,31,Female,,,1992,Y,5,,1,,10,,4,7,1,2,1,3.0,4,3.0,Yes,,1,1,travel_frequently,2,, manufacturing director ,3,1445.0,100.0,8931.0,7446.0,11,0,1000000000,
230,nan64,40,Male,,,1983,,1,,2,"16,0",9,,4,8,1,2,3,3.0,2,3.0,No,No,8,1,non-travel,5,, research director ,3,218.0,55.0,25178.0,13757.0,11,1,1000000000,
231,1472,53,Male,Single,,1970,,3,Medical,4,"35,0",9,,8,8,1,2,2,2.0,4,3.0,No,No,2,1,,2,, research director ,4,447.0,39.0,19764.0,16598.0,12,0,1000000000,
232,1485,34,Male,,,1989,Y,3,,7,"16,0",14,,6,9,1,1,4,2.0,3,3.0,No,,15,1,,3, Research & Development , research director ,4,829.0,71.0,11929.0,,14,2,1000000000,
233,nan65,35,Female,Single,,1988,,3,Life Sciences,1,,11,,3,3,1,2,4,1.0,2,3.0,No,No,16,1,travel_rarely,3,, healthcare representative ,3,1029.0,91.0,21195.0,,19,0,1000000000,
234,1543,37,Male,Married,,1986,,3,,1,,10,,3,7,1,4,1,3.0,3,3.0,No,,13,1,,2,, research scientist ,2,674.0,47.0,3031.0,4285.0,17,0,1000000000,
235,1547,42,Male,,,1981,,3,,2,"24,0",20,,13,9,1,4,3,1.0,3,3.0,No,Yes,2,1,travel_frequently,3,, healthcare representative ,3,,40.0,18611.0,10124.0,14,1,1000000000,80.0
236,1553,45,Male,Divorced,,1978,,4,,1,,10,,7,7,1,2,1,3.0,3,3.0,No,,1,1,,4,, healthcare representative ,3,538.0,66.0,20933.0,,12,3,1000000000,
237,1562,30,Male,Married,,1993,,3,,1,,10,,6,7,1,1,4,3.0,2,3.0,Yes,No,1,1,travel_rarely,4,, sales executive ,2,740.0,64.0,5323.0,9714.0,11,1,1000000000,
238,1582,38,Male,Married,,1985,,3,Life Sciences,0,"10,0",9,,7,7,1,2,4,3.0,3,3.0,No,,14,1,travel_rarely,3,, sales executive ,2,1245.0,80.0,12355.0,9924.0,11,1,1000000000,80.0
239,1606,50,Male,,,1973,,5,Medical,2,"32,0",30,,12,13,1,3,3,3.0,3,3.0,No,,20,0,,3,, healthcare representative ,4,1234.0,41.0,20689.0,11245.0,15,1,1000000000,80.0
240,nan66,39,Male,,,1984,,2,,0,,10,,0,7,1,3,4,,2,3.0,No,,3,1,travel_rarely,3,, laboratory technician ,2,170.0,76.0,10302.0,3069.0,15,1,1000000000,
241,1658,34,Female,,,1989,Y,3,,1,"11,0",11,,7,9,1,2,3,3.0,3,3.0,No,No,3,1,travel_rarely,2,, research scientist ,2,1130.0,66.0,19332.0,,12,1,1000000000,80.0
242,1665,54,Female,,,1969,Y,5,,3,"36,0",10,,4,7,1,3,3,3.0,3,4.0,No,,22,1,travel_rarely,6, Research & Development , manager ,4,584.0,91.0,18685.0,,25,1,1000000000,80.0
243,nan67,41,Male,,,1982,Y,3,Marketing,1,,10,,8,7,1,3,2,3.0,3,3.0,No,No,6,0,travel_rarely,3,, sales executive ,3,918.0,35.0,15869.0,9241.0,12,0,1000000000,
244,1737,39,Male,Married,,1984,Y,3,Life Sciences,1,,9,,5,8,1,4,4,3.0,3,3.0,No,,1,1,,2,, laboratory technician ,2,792.0,77.0,8989.0,6472.0,15,1,1000000000,
245,nan68,40,Male,,,1983,,4,,1,,21,,12,8,1,2,2,2.0,3,3.0,No,No,7,0,travel_rarely,3,, manager ,5,611.0,88.0,4349.0,,14,0,1000000000,
246,nan69,33,Male,,,1990,,3,Technical Degree,5,"11,0",9,,1,7,1,2,4,2.0,3,,No,No,4,1,,2,, research scientist ,2,,90.0,6194.0,3055.0,15,2,1000000000,
247,1790,36,Male,,,1987,Y,3,Life Sciences,7,"15,0",12,,5,7,1,1,4,3.0,3,3.0,No,,10,0,,1,, healthcare representative ,3,1383.0,90.0,25949.0,8321.0,13,1,1000000000,80.0
248,nan70,33,Male,Married,,1990,Y,4,Life Sciences,6,"14,0",10,,7,6,1,1,2,3.0,4,3.0,No,No,8,1,,1,, research scientist ,1,867.0,90.0,6076.0,3143.0,19,1,1000000000,
249,1823,34,Male,,,1989,,2,,1,"10,0",10,,4,8,1,3,3,3.0,4,4.0,No,No,8,0,travel_rarely,5,, sales executive ,2,,92.0,22128.0,,21,2,1000000000,
250,nan71,29,Male,Married,,1994,Y,1,Medical,1,,11,,3,10,1,4,2,4.0,3,,No,No,46,0,travel_frequently,3, Research & Development , laboratory technician ,1,574.0,40.0,7003.0,,13,0,1000000000,
251,1857,46,Male,Divorced,,1977,,2,Life Sciences,3,"12,0",9,,4,7,1,4,3,2.0,3,3.0,No,,2,1,travel_rarely,4,, manufacturing director ,3,706.0,82.0,19989.0,8578.0,14,1,1000000000,
252,1864,27,Female,Married,,1996,Y,1,Medical,1,,9,,5,8,1,3,4,3.0,2,4.0,No,No,23,0,travel_rarely,5,, sales representative ,2,728.0,36.0,7018.0,,21,1,1000000000,
253,1881,31,Male,Divorced,,1992,Y,3,Life Sciences,1,"10,0",10,,0,2,1,3,1,3.0,3,3.0,No,No,36,0,,2,, laboratory technician ,2,311.0,89.0,18624.0,4197.0,11,1,1000000000,
254,1888,45,Female,,,1978,Y,2,Life Sciences,0,"10,0",9,,3,8,1,4,4,2.0,2,,No,No,25,1,travel_rarely,2, Research & Development , manufacturing director ,2,556.0,93.0,23888.0,,13,2,1000000000,
255,1950,34,Male,,,1989,Y,3,Marketing,1,"14,0",14,,2,1,1,4,1,2.0,3,4.0,No,No,1,0,travel_rarely,3,, sales executive ,3,937.0,32.0,6770.0,9888.0,21,0,1000000000,
256,nan72,31,Male,Married,,1992,Y,3,Life Sciences,1,"10,0",10,,8,7,1,1,2,3.0,1,,No,,1,1,,6, Research & Development , research scientist ,2,1125.0,48.0,5771.0,,21,0,1000000000,
257,1962,35,Female,,,1988,Y,4,,1,"10,0",10,,0,9,1,4,4,3.0,3,3.0,No,Yes,7,0,,2,, sales executive ,2,1224.0,55.0,13586.0,,11,0,1000000000,80.0
258,1975,39,Male,Single,,1984,Y,4,Marketing,0,"21,0",20,,11,10,1,1,1,3.0,3,3.0,No,No,15,0,travel_rarely,3,, sales executive ,4,119.0,77.0,25098.0,13341.0,12,0,1000000000,
259,1986,40,Female,Married,,1983,,2,Marketing,3,,11,,5,10,1,2,3,3.0,3,3.0,No,No,2,1,travel_rarely,4,, sales executive ,2,444.0,92.0,4258.0,5677.0,14,1,1000000000,
260,nan73,30,Male,Married,,1993,,2,Medical,1,"12,0",12,,1,7,1,2,3,2.0,3,3.0,No,No,1,0,travel_rarely,6,, laboratory technician ,1,911.0,76.0,4077.0,,13,0,1000000000,80.0
261,2000,47,Female,Married,,1976,Y,1,,0,"14,0",13,,5,12,1,2,1,1.0,3,3.0,No,No,1,1,,3, Research & Development , research director ,3,,98.0,17231.0,,18,2,1000000000,80.0
262,nan74,52,Male,Divorced,,1971,Y,4,,2,"16,0",9,,0,0,1,4,2,,3,3.0,No,,29,1,non-travel,3,, sales representative ,1,585.0,,19788.0,,15,2,1000000000,
