,EmployeeID,Age,Gender,MaritalStatus,DateBirth,Education,EducationField,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition,OverTime,DistanceFromHome,RemoteWork,BusinessTravel,TrainingTimesLastYear,JobRole,JobLevel,DailyRate,HourlyRate,MonthlyRate,PercentSalaryHike,StockOptionLevel,Salary
128,nan42,42,Male,Married,1981,3,Medical,1,10.0,10,5,8,4,1,4,2.0,3,4.0,No,0.2690082533805049,24,0,travel_rarely,5, manufacturing director ,3,319.0,56.0,6950.0,21,1,1000000000
129,630,52,Male,Divorced,1971,2,Unknown,3,18.0,10,6,9,4,1,2,3.0,3,3.1516746305746315,No,1.0,6,1,travel_rarely,3, research scientist ,2,956.0,78.0,22087.0,12,2,1000000000
130,638,49,Male,Unknown,1974,4,Life Sciences,1,11.664008381172671,31,0,9,4,3,3,3.0,2,3.0,No,1.0,18,1,Unknown,5, research director ,5,1245.0,58.0,2125.0,17,1,1000000000
131,683,34,Male,Married,1989,5,Unknown,1,11.804259581619363,10,8,8,2,4,4,2.0,3,3.0,No,0.0,1,1,travel_rarely,4, research scientist ,1,1397.0,42.0,7660.0,12,1,1000000000
132,780,33,Male,Single,1990,4,Other,1,10.0,10,7,8,4,4,3,2.0,3,3.0,Yes,0.2706912828531459,1,0,travel_rarely,2, research scientist ,1,527.0,63.0,5207.0,13,0,1000000000
133,817,33,Male,Married,1990,3,Medical,0,10.708162355623738,13,3,7,3,3,4,4.0,3,3.0,No,0.0,7,1,Unknown,3, research director ,3,213.0,49.0,25995.0,11,0,1000000000
134,901,53,Female,Unknown,1970,4,Unknown,6,33.0,12,3,8,4,4,3,3.0,3,3.0,No,0.0,23,1,travel_rarely,0, research director ,4,803.6573342378423,72.0,20206.0,18,0,1000000000
135,944,49,Female,Married,1974,2,Other,4,29.0,26,1,7,1,2,3,2.0,3,3.0,No,0.26941440884116585,8,0,travel_rarely,3, laboratory technician ,3,527.0,51.0,22477.0,11,1,1000000000
136,984,35,Male,Unknown,1988,4,Unknown,6,11.328147549457762,10,0,8,2,4,2,3.0,3,3.0,No,0.2770651042294574,21,0,Unknown,2, sales executive ,3,882.0,66.0659001865697,6812.0,13,1,1000000000
137,1088,38,Female,Married,1985,1,Life Sciences,0,20.0,19,1,9,3,3,1,2.0,2,3.0,No,0.26173195985017644,17,0,travel_rarely,4, healthcare representative ,3,330.0,65.0,24608.0,18,1,1000000000
138,1124,46,Male,Married,1977,1,Marketing,3,10.887393179067763,12,4,9,1,3,4,3.0,3,3.0,No,0.0,3,0,Unknown,3, manager ,4,406.0,65.75202588033137,15596.0,12,1,1000000000
139,nan43,36,Male,Single,1987,4,Unknown,2,18.0,11,0,9,1,4,1,3.0,3,4.0,No,0.2539846036386836,18,0,non-travel,0, manufacturing director ,2,217.0,78.0,23238.0,20,0,1000000000
140,1167,42,Male,Single,1981,3,Life Sciences,0,10.956163178723154,21,13,14,2,1,2,2.0,3,3.1525861994733515,Yes,0.2777859982330613,15,1,travel_frequently,2, sales executive ,4,481.0,44.0,2447.0,12,0,1000000000
141,1184,34,Male,Single,1989,3,Unknown,0,14.0,13,4,9,4,1,3,3.0,2,4.0,No,0.0,1,1,travel_frequently,3, healthcare representative ,2,669.0,97.0,25755.0,20,0,1000000000
142,nan44,30,Male,Unknown,1993,3,Medical,0,12.0,11,5,7,4,2,1,3.0,3,4.0,No,1.0,1,1,travel_rarely,2, research scientist ,1,1465.0,63.0,9369.0,21,1,1000000000
143,nan45,54,Male,Married,1969,3,Life Sciences,3,36.0,10,0,9,4,4,1,3.0,3,3.0,No,0.0,3,1,travel_rarely,2, research director ,4,685.0,85.0,23474.0,14,0,1000000000
144,1252,31,Female,Single,1992,3,Medical,1,10.0,10,1,8,3,1,2,3.0,2,3.152720732943951,No,0.0,24,0,travel_rarely,2, healthcare representative ,2,1062.0,96.0,17198.0,19,0,1000000000
145,1267,44,Male,Married,1979,3,Unknown,7,26.0,22,3,10,2,2,3,3.0,3,3.0,No,0.0,5,1,Unknown,5, manager ,5,1099.0,88.0,8751.0,11,1,1000000000
146,1278,55,Male,Divorced,1968,1,Unknown,1,10.674454383034291,33,15,0,4,2,4,3.0,2,3.0,No,1.0,8,0,non-travel,3, healthcare representative ,4,177.0,37.0,25592.0,15,1,1000000000
147,1288,44,Male,Divorced,1979,2,Life Sciences,1,11.622481522042731,25,14,13,3,1,4,2.0,4,3.0,No,0.0,4,0,travel_rarely,4, manager ,5,1199.0,92.0,17477.0,14,2,1000000000
148,nan46,34,Male,Unknown,1989,3,Life Sciences,4,14.0,10,1,8,3,2,4,4.0,2,3.0,No,0.0,11,1,travel_frequently,5, human resources ,2,648.0,56.0,21833.0,11,2,1000000000
149,1307,39,Female,Divorced,1984,4,Unknown,6,10.893824748063295,19,15,2,3,2,4,3.0,2,3.0,No,1.0,13,0,Unknown,4, manager ,4,412.0,94.0,17334.0,13,2,1000000000
150,1336,55,Female,Unknown,1968,2,Medical,4,23.0,19,9,11,4,3,4,3.0,1,3.1545949702471976,No,0.2626752518246154,2,1,travel_rarely,5, manager ,5,282.0,58.0,6992.0,14,1,1000000000
151,1352,51,Male,Unknown,1972,3,Life Sciences,1,11.225001271017208,33,0,10,3,2,2,3.0,3,3.0,No,0.2664856193803802,5,1,Unknown,2, manager ,4,770.0,84.0,17588.0,11,1,1000000000
152,1360,58,Female,Married,1965,4,Medical,7,11.067555865644728,10,5,9,1,1,4,2.0,2,3.0,Yes,0.2765052019639588,14,1,Unknown,0, manufacturing director ,3,601.0,53.0,12023.0,14,0,1000000000
153,nan47,48,Male,Single,1975,3,Life Sciences,1,11.0,10,0,8,4,4,3,3.0,3,3.0,No,0.0,4,1,Unknown,2, manufacturing director ,3,855.0,54.0,18706.0,11,0,1000000000
154,1419,29,Male,Single,1994,3,Unknown,1,10.818416719365903,10,0,9,2,1,1,2.0,2,3.0,No,0.2712466256812253,17,0,travel_rarely,3, human resources ,3,332.0,51.0,9769.0,13,0,1000000000
155,1478,34,Male,Single,1989,3,Other,3,15.0,13,3,12,4,1,4,3.0,1,3.1494241252783626,No,0.0,3,1,Unknown,2, sales executive ,2,1326.0,81.0,15891.0,18,0,1000000000
156,1480,42,Female,Unknown,1981,2,Unknown,1,12.0,12,5,8,1,4,3,3.0,3,3.0,No,0.27017496810392827,9,1,travel_frequently,3, laboratory technician ,1,748.0,74.0,16458.0,13,0,1000000000
157,nan48,57,Male,Married,1966,2,Life Sciences,0,13.0,12,2,8,2,3,1,2.0,4,4.0,No,0.0,1,1,travel_rarely,2, research scientist ,2,405.0,93.0,2721.0,24,1,1000000000
158,1489,34,Female,Single,1989,4,Unknown,0,16.0,15,10,10,1,2,3,4.0,2,4.0,Yes,1.0,24,0,travel_rarely,2, sales executive ,2,790.0,40.0,7815.0,23,0,1000000000
159,1520,54,Female,Unknown,1969,4,Medical,3,26.0,14,1,12,2,4,1,3.0,3,3.1513413631133784,No,0.0,11,1,travel_frequently,2, manager ,4,1050.0,87.0,24456.0,20,1,1000000000
160,1535,34,Male,Unknown,1989,3,Unknown,1,11.410491531114719,10,8,6,4,3,4,3.0,2,3.0,No,0.28002435763315187,1,0,travel_rarely,3, sales executive ,3,971.0,64.0,12288.0,14,0,1000000000
161,1586,29,Male,Single,1994,1,Medical,1,11.780657467286321,10,1,5,2,1,4,2.7017980941939355,3,3.0,No,0.27887567107575717,3,1,Unknown,3, laboratory technician ,1,1370.0,87.0,16213.0,18,0,1000000000
162,1596,35,Male,Unknown,1988,3,Life Sciences,1,11.205302325211866,10,6,8,2,3,4,2.0,4,3.1508452931649398,No,0.2830445529610551,28,1,travel_rarely,3, laboratory technician ,2,750.0,46.0,25348.0,17,2,1000000000
163,1667,35,Male,Unknown,1988,4,Other,3,13.0,11,6,7,4,4,1,4.0,3,4.0,Yes,0.2898619233331906,12,1,Unknown,2, sales executive ,2,880.0,36.0,10414.0,24,0,1000000000
164,1701,34,Female,Married,1989,3,Life Sciences,1,10.0,10,8,7,2,4,2,3.0,2,3.0,No,0.0,19,1,travel_rarely,3, research scientist ,1,678.0,35.0,20338.0,12,0,1000000000
165,1706,43,Male,Unknown,1980,3,Unknown,1,10.0,10,8,8,4,4,1,3.0,3,3.0,No,1.0,2,0,Unknown,3, sales executive ,2,1179.0,73.0,6069.0,17,1,1000000000
166,nan49,58,Male,Divorced,1965,3,Medical,4,37.0,16,14,14,2,2,4,2.0,3,4.0,No,0.0,2,1,non-travel,0, manager ,4,350.0,52.0,22577.0,22,1,1000000000
167,nan50,36,Female,Married,1987,4,Unknown,1,10.0,10,1,7,1,3,1,3.0,2,3.0,No,1.0,14,0,travel_rarely,4, sales executive ,2,1266.0,63.0,6060.0,13,1,1000000000
168,1971,43,Male,Married,1980,3,Life Sciences,1,10.0,10,0,9,1,3,2,3.0,3,3.0,No,0.28650845012006865,11,1,travel_rarely,1, healthcare representative ,3,574.0,30.0,16873.0,17,1,1000000000
169,nan51,55,Male,Married,1968,4,Human Resources,4,35.0,10,1,4,3,2,1,3.0,4,3.0,No,1.0,26,1,Unknown,0, manager ,5,189.0,71.0,25811.0,18,1,1000000000
170,1976,42,Male,Single,1981,2,Unknown,1,20.0,20,3,7,4,3,4,3.0,2,3.0,No,0.28520799700166644,23,1,Unknown,2, research scientist ,2,803.5420273482491,37.0,14811.0,12,0,1000000000
171,1985,40,Female,Married,1983,3,Technical Degree,1,10.0,10,9,4,4,3,1,4.0,3,3.1535326725016257,No,0.2699981136187281,11,1,Unknown,2, laboratory technician ,2,692.0,73.0,26849.0,11,1,1000000000
172,2032,56,Male,Married,1967,2,Technical Degree,8,14.0,10,9,8,4,3,4,1.0,3,3.0,Yes,0.0,7,1,Unknown,4, laboratory technician ,1,310.0,72.0,3666.0,11,1,1000000000
173,2056,39,Female,Unknown,1984,1,Marketing,0,11.179812177645603,20,9,6,3,4,1,2.0,2,3.0,No,0.2761433033062664,33,1,travel_rarely,2, sales executive ,4,722.0,60.0,8828.0,11,1,1000000000
174,nan52,53,Female,Married,1970,4,Life Sciences,2,11.64056083730252,25,3,7,1,4,3,3.0,2,3.0,No,0.0,2,1,travel_rarely,3, manager ,4,1219.0,78.0,22021.0,16,0,1000000000
175,nan53,27,Male,Single,1996,3,Unknown,1,9.0,9,1,7,4,3,4,3.0,3,3.0,No,0.0,8,0,travel_frequently,0, sales executive ,3,994.0,37.0,2975.0,15,0,1000000000
176,57,30,Female,Unknown,1993,2,Unknown,1,12.0,12,3,7,3,4,4,2.7724606061156614,3,4.0,No,0.27671986616803956,1,1,travel_frequently,2, laboratory technician ,2,721.0,58.0,10781.0,23,0,1000000000
177,nan54,35,Male,Married,1988,5,Life Sciences,1,9.0,9,1,8,2,1,4,2.0,3,4.0,No,0.27503872542827784,18,1,Unknown,3, sales executive ,3,853.0,71.0,11031.0,22,1,1000000000
178,78,32,Male,Married,1991,3,Medical,1,9.0,9,7,8,1,4,2,3.0,3,4.0,No,1.0,1,1,travel_rarely,3, manufacturing director ,2,427.0,65.76585715635403,10877.0,22,1,1000000000
179,104,30,Male,Married,1993,1,Life Sciences,1,11.300025597781605,10,3,0,4,4,3,2.762252116766837,2,3.0,No,0.28133230330030945,1,0,travel_rarely,1, laboratory technician ,2,852.0,55.0,15998.0,12,2,1000000000
180,118,46,Male,Unknown,1977,2,Medical,1,9.0,9,4,7,3,4,4,3.0,2,3.0,Yes,0.0,9,0,Unknown,3, sales executive ,3,669.0,64.0,13596.0,16,0,1000000000
181,121,30,Female,Unknown,1993,2,Unknown,1,11.0,11,2,7,3,2,2,2.0,2,3.0,No,1.0,4,0,travel_rarely,4, sales executive ,2,1334.0,63.0,19760.0,12,3,1000000000
182,125,32,Male,Single,1991,4,Unknown,1,12.0,11,5,7,2,3,1,3.0,3,3.0,No,0.0,6,1,Unknown,0, sales executive ,2,1093.0,87.0,24301.0,16,0,1000000000
183,nan55,35,Male,Married,1988,5,Marketing,1,11.256491486033042,10,0,6,3,2,1,3.0,3,3.0,No,0.2627851195800753,37,0,travel_rarely,3, sales executive ,3,803.6726754346599,94.0,11439.0,13,2,1000000000
184,207,32,Female,Single,1991,3,Marketing,1,9.0,9,3,7,2,4,4,3.0,3,3.0,No,0.29016237174715265,8,1,Unknown,2, sales executive ,3,967.0,43.0,15589.0,14,0,1000000000
185,227,41,Male,Divorced,1982,3,Life Sciences,4,10.94171967789407,9,1,8,1,3,1,3.0,3,3.0,No,0.0,34,1,travel_rarely,2, research scientist ,1,465.0,56.0,4609.0,12,1,1000000000
186,253,40,Female,Unknown,1983,1,Medical,1,21.0,20,9,9,4,3,2,3.0,3,3.0,No,0.0,4,0,travel_rarely,2, manager ,5,989.0,46.0,6499.0,14,1,1000000000
187,264,45,Male,Married,1978,2,Unknown,9,22.0,20,11,8,1,4,4,3.0,2,4.0,No,0.0,2,1,Unknown,1, manager ,4,1195.0,65.0,20462.0,23,1,1000000000
188,291,32,Male,Married,1991,4,Unknown,1,14.0,14,9,8,4,4,3,2.0,1,3.0,Yes,0.0,4,0,travel_rarely,2, sales executive ,3,1045.0,32.0,25812.0,11,0,1000000000
189,292,30,Male,Unknown,1993,1,Life Sciences,1,11.27975703990053,11,5,8,3,3,3,3.0,2,4.0,No,0.0,1,1,non-travel,2, manufacturing director ,3,829.0,88.0,20925.0,22,0,1000000000
190,306,37,Male,Unknown,1986,3,Unknown,1,11.124773674887381,10,0,7,2,4,3,3.0,3,3.0,No,0.28057977136654494,11,1,Unknown,1, research director ,3,663.0,47.0,10056.0,14,3,1000000000
191,nan56,37,Male,Divorced,1986,4,Unknown,4,13.0,9,5,8,1,4,3,3.0,3,3.0,No,0.0,4,0,Unknown,2, sales representative ,1,319.0,41.0,2539.0,17,1,1000000000
192,335,40,Male,Unknown,1983,2,Technical Degree,1,11.715063331964311,9,4,7,1,4,1,3.0,3,3.0,No,0.0,24,0,Unknown,3, research scientist ,2,1300.0,62.0,24447.0,17,2,1000000000
193,nan57,36,Female,Married,1987,4,Unknown,7,11.0,9,0,8,2,2,3,3.0,3,3.0,No,0.2908761080606952,24,1,non-travel,3, laboratory technician ,2,1105.0,47.0,6927.0,15,1,1000000000
194,420,32,Male,Married,1991,3,Life Sciences,1,13.0,13,4,8,4,3,3,2.0,2,3.0,No,0.26591637920706035,7,1,travel_rarely,3, sales executive ,2,906.0,91.0,16985.0,14,1,1000000000
195,421,38,Female,Unknown,1985,2,Life Sciences,3,11.298056796252164,10,0,1,1,2,3,3.0,2,3.0,No,0.2696337534935167,25,1,Unknown,2, research director ,3,849.0,81.0,26707.0,17,1,1000000000
196,441,30,Female,Married,1993,2,Unknown,1,11.0,10,1,9,4,4,4,3.0,3,3.0,No,0.0,28,1,travel_rarely,2, research scientist ,2,1275.0,64.0,11934.0,13,2,1000000000
197,531,39,Male,Unknown,1984,1,Unknown,1,21.0,21,1,6,2,3,3,3.0,3,3.0,No,0.28776643659904305,1,1,Unknown,3, manager ,5,1218.0,52.0,8213.0,14,1,1000000000
198,549,60,Female,Unknown,1963,3,Life Sciences,5,33.0,29,11,10,1,1,4,1.0,3,3.0,No,0.0,7,1,Unknown,5, manager ,5,422.0,41.0,3854.0,11,0,1000000000
199,567,30,Female,Unknown,1993,4,Other,0,10.0,9,7,8,3,1,3,3.0,3,3.0,No,0.2881868961128218,22,1,Unknown,3, sales executive ,3,1398.0,69.0,2890.0,11,0,1000000000
200,581,31,Male,Divorced,1992,1,Unknown,1,11.6911201971735,13,0,8,3,2,4,4.0,3,4.0,No,0.0,9,1,travel_rarely,6, manufacturing director ,3,1274.0,66.32438259325913,14394.0,25,1,1000000000
201,702,33,Male,Single,1990,3,Life Sciences,1,11.507898910210093,10,9,7,1,1,1,3.0,3,3.0,Yes,1.0,3,0,Unknown,3, research scientist ,1,1076.0,70.0,3164.0,11,0,1000000000
202,716,50,Male,Married,1973,1,Medical,1,20.0,20,3,8,4,3,3,3.0,4,3.1494884103606893,No,1.0,28,1,Unknown,3, laboratory technician ,1,1207.0,74.0,3297.0,11,3,1000000000
203,772,32,Male,Unknown,1991,4,Life Sciences,1,10.0,10,4,7,1,4,4,3.0,3,3.1559080131501513,No,0.0,24,1,Unknown,2, laboratory technician ,2,430.0,80.0,21146.0,15,2,1000000000
204,836,42,Male,Unknown,1981,3,Unknown,1,10.0,9,7,8,2,2,4,2.0,3,3.0,No,0.26446194451417987,29,1,Unknown,3, manufacturing director ,2,933.0,98.0,11806.0,13,1,1000000000
205,840,49,Female,Married,1974,3,Marketing,1,11.607059584131052,9,7,7,3,4,1,4.0,3,3.0,Yes,0.0,11,0,Unknown,3, sales executive ,3,1184.0,43.0,5860.0,18,2,1000000000
206,844,27,Male,Divorced,1996,1,Unknown,1,11.25474740808757,9,0,8,3,4,2,3.0,2,3.0,No,0.28602957725657036,5,1,Unknown,3, research director ,3,803.5382541017601,42.0,8842.0,16,1,1000000000
207,nan58,33,Male,Divorced,1990,3,Medical,1,9.0,9,0,8,1,1,1,3.0,4,3.152300029820033,No,0.2790912192038291,1,1,travel_rarely,5, sales executive ,2,586.0,48.0,21816.0,22,1,1000000000
208,867,52,Female,Married,1971,4,Unknown,3,31.0,9,0,0,3,4,3,3.0,2,4.0,No,0.0,26,0,Unknown,3, manufacturing director ,4,890.0,81.0,19028.0,22,0,1000000000
209,889,32,Male,Unknown,1991,2,Life Sciences,1,10.0,10,5,3,2,2,4,3.0,3,3.0,No,0.0,5,1,Unknown,3, sales executive ,2,379.0,48.0,8891.0,14,1,1000000000
210,924,36,Male,Unknown,1987,1,Life Sciences,0,11.830994538396885,16,4,11,3,4,1,2.0,3,3.0,No,0.28864615257318105,14,0,Unknown,2, healthcare representative ,2,1425.0,68.0,4821.0,17,1,1000000000
211,nan59,31,Female,Unknown,1992,2,Unknown,1,11.610831278163129,9,0,0,4,3,4,2.0,3,3.0,No,0.2935079239157703,20,0,non-travel,2, sales executive ,2,1188.0,45.0,24406.0,13,1,1000000000
212,nan60,36,Male,Single,1987,4,Medical,4,11.380403774536775,11,3,9,3,3,3,3.0,3,4.0,No,0.0,2,1,travel_rarely,6, laboratory technician ,1,938.0,79.0,12287.0,21,0,1000000000
213,976,52,Male,Married,1971,2,Life Sciences,2,26.0,9,7,8,4,4,2,2.7355894049576728,3,3.0,No,0.27415111587375945,1,1,Unknown,2, manager ,4,1053.0,70.0,13829.0,15,1,1000000000
214,992,33,Male,Single,1990,3,Unknown,1,10.0,10,6,0,4,3,4,3.0,3,3.0,No,0.2863650317147209,17,0,non-travel,2, manager ,4,722.0,38.0,20489.0,11,0,1000000000
215,1002,45,Male,Unknown,1978,2,Life Sciences,1,9.0,9,0,8,4,1,3,3.0,3,3.0,No,1.0,23,1,non-travel,2, laboratory technician ,2,248.0,42.0,14039.0,15,1,1000000000
216,1073,36,Female,Unknown,1987,5,Unknown,0,15.0,14,7,8,4,4,2,2.0,2,3.0,No,0.28054796715834845,12,1,travel_rarely,2, manufacturing director ,3,796.0,51.0,15669.0,11,0,1000000000
217,1138,49,Male,Unknown,1974,4,Unknown,6,22.0,9,2,3,4,2,2,3.0,2,3.0,No,0.2614118176993841,8,0,Unknown,3, sales executive ,4,174.0,56.0,11879.0,17,1,1000000000
218,nan61,29,Female,Unknown,1994,1,Unknown,1,11.0,11,3,10,4,1,1,1.0,2,3.1531631937638465,Yes,0.2756562387286017,23,1,Unknown,3, sales executive ,3,408.0,45.0,11162.0,13,1,1000000000
219,1192,29,Female,Married,1994,1,Unknown,1,11.255149887613447,10,0,8,2,4,1,3.0,3,3.0,No,0.28066547163891764,6,0,Unknown,5, laboratory technician ,1,803.5692744093524,54.0,26342.0,13,1,1000000000
220,1196,37,Female,Married,1986,3,Life Sciences,1,14.0,14,3,11,4,4,2,2.0,2,3.0,No,0.282860750254149,1,1,Unknown,2, manufacturing director ,2,977.0,56.0,9961.0,13,1,1000000000
221,nan62,33,Male,Unknown,1990,5,Unknown,0,11.008269893780582,9,0,8,4,3,4,3.0,4,3.0,No,0.26202758185164315,10,1,travel_rarely,3, sales executive ,3,536.0,82.0,21708.0,14,2,1000000000
222,nan63,34,Female,Divorced,1989,3,Medical,4,15.0,11,5,10,3,2,3,4.0,3,3.0,No,0.0,19,1,travel_frequently,2, laboratory technician ,2,135.0,46.0,22534.0,13,2,1000000000
223,1315,28,Female,Married,1995,3,Unknown,0,10.0,9,7,5,3,4,1,3.0,1,3.0,No,0.0,1,1,non-travel,6, laboratory technician ,2,1476.0,55.0,16392.0,11,3,1000000000
224,1324,31,Female,Unknown,1992,4,Unknown,1,10.0,10,9,6,4,3,1,2.0,3,3.0,No,1.0,2,1,non-travel,5, sales executive ,3,587.0,57.0,8935.0,19,1,1000000000
225,1334,42,Male,Unknown,1981,1,Life Sciences,0,21.0,20,2,10,3,3,4,2.0,3,3.1537875455634117,No,1.0,2,0,non-travel,3, manager ,4,495.0,65.81077689923667,26582.0,13,0,1000000000
226,1346,40,Male,Single,1983,3,Life Sciences,1,9.0,9,8,8,3,4,3,3.0,3,3.0,No,0.25527512079028347,2,1,travel_rarely,4, research scientist ,2,523.0,98.0,22455.0,13,0,1000000000
227,1356,34,Female,Single,1989,2,Medical,1,10.980916039598235,10,9,6,3,1,4,4.0,3,3.0,No,0.26849142976946316,15,1,Unknown,6, sales executive ,2,507.0,66.0,23553.0,12,0,1000000000
228,1423,58,Female,Unknown,1965,3,Unknown,3,11.488643812953015,9,1,5,4,1,3,3.0,3,4.0,No,0.27659321684440313,1,0,travel_rarely,3, research director ,5,1055.0,76.0,22456.0,21,1,1000000000
229,1459,31,Female,Unknown,1992,5,Unknown,1,11.850506587666953,10,4,7,3,2,1,3.0,4,3.0,Yes,0.274771494223598,1,1,travel_frequently,2, manufacturing director ,3,1445.0,100.0,8931.0,11,0,1000000000
230,nan64,40,Male,Unknown,1983,1,Unknown,2,16.0,9,4,8,4,2,3,3.0,2,3.0,No,0.0,8,1,non-travel,5, research director ,3,218.0,55.0,25178.0,11,1,1000000000
231,1472,53,Male,Single,1970,3,Medical,4,35.0,9,8,8,4,2,2,2.0,4,3.0,No,0.0,2,1,Unknown,2, research director ,4,447.0,39.0,19764.0,12,0,1000000000
232,1485,34,Male,Unknown,1989,3,Unknown,7,16.0,14,6,9,2,1,4,2.0,3,3.0,No,0.2720227453153225,15,1,Unknown,3, research director ,4,829.0,71.0,11929.0,14,2,1000000000
233,nan65,35,Female,Single,1988,3,Life Sciences,1,11.465044572157737,11,3,3,4,2,4,1.0,2,3.0,No,0.0,16,1,travel_rarely,3, healthcare representative ,3,1029.0,91.0,21195.0,19,0,1000000000
234,1543,37,Male,Married,1986,3,Unknown,1,11.134958973729216,10,3,7,1,4,1,3.0,3,3.0,No,0.2808313692606581,13,1,Unknown,2, research scientist ,2,674.0,47.0,3031.0,17,0,1000000000
235,1547,42,Male,Unknown,1981,3,Unknown,2,24.0,20,13,9,4,4,3,1.0,3,3.0,No,1.0,2,1,travel_frequently,3, healthcare representative ,3,803.557936405131,40.0,18611.0,14,1,1000000000
236,1553,45,Male,Divorced,1978,4,Unknown,1,11.009623424032835,10,7,7,1,2,1,3.0,3,3.0,No,0.26922641376429945,1,1,Unknown,4, healthcare representative ,3,538.0,66.0,20933.0,12,3,1000000000
237,1562,30,Male,Married,1993,3,Unknown,1,11.196601320072157,10,6,7,2,1,4,3.0,2,3.0,Yes,0.0,1,1,travel_rarely,4, sales executive ,2,740.0,64.0,5323.0,11,1,1000000000
238,1582,38,Male,Married,1985,3,Life Sciences,0,10.0,9,7,7,3,2,4,3.0,3,3.0,No,0.2797202497443897,14,1,travel_rarely,3, sales executive ,2,1245.0,80.0,12355.0,11,1,1000000000
239,1606,50,Male,Unknown,1973,5,Medical,2,32.0,30,12,13,2,3,3,3.0,3,3.0,No,0.2892100904627169,20,0,Unknown,3, healthcare representative ,4,1234.0,41.0,20689.0,15,1,1000000000
240,nan66,39,Male,Unknown,1984,2,Unknown,0,10.669190971745312,10,0,7,3,3,4,2.813455342037066,2,3.0,No,0.2563434794111641,3,1,travel_rarely,3, laboratory technician ,2,170.0,76.0,10302.0,15,1,1000000000
241,1658,34,Female,Unknown,1989,3,Unknown,1,11.0,11,7,9,4,2,3,3.0,3,3.0,No,0.0,3,1,travel_rarely,2, research scientist ,2,1130.0,66.0,19332.0,12,1,1000000000
242,1665,54,Female,Unknown,1969,5,Unknown,3,36.0,10,4,7,2,3,3,3.0,3,4.0,No,0.2503938655163197,22,1,travel_rarely,6, manager ,4,584.0,91.0,18685.0,25,1,1000000000
243,nan67,41,Male,Unknown,1982,3,Marketing,1,11.3605147287039,10,8,7,4,3,2,3.0,3,3.0,No,0.0,6,0,travel_rarely,3, sales executive ,3,918.0,35.0,15869.0,12,0,1000000000
244,1737,39,Male,Married,1984,3,Life Sciences,1,11.245153843960182,9,5,8,4,4,4,3.0,3,3.0,No,0.27011829066154375,1,1,Unknown,2, laboratory technician ,2,792.0,77.0,8989.0,15,1,1000000000
245,nan68,40,Male,Unknown,1983,4,Unknown,1,11.07790641656765,21,12,8,2,2,2,2.0,3,3.0,No,0.0,7,0,travel_rarely,3, manager ,5,611.0,88.0,4349.0,14,0,1000000000
246,nan69,33,Male,Unknown,1990,3,Technical Degree,5,11.0,9,1,7,4,2,4,2.0,3,3.153989299746373,No,0.0,4,1,Unknown,2, research scientist ,2,803.6620666603798,90.0,6194.0,15,2,1000000000
247,1790,36,Male,Unknown,1987,3,Life Sciences,7,15.0,12,5,7,4,1,4,3.0,3,3.0,No,0.27670297668632915,10,0,Unknown,1, healthcare representative ,3,1383.0,90.0,25949.0,13,1,1000000000
248,nan70,33,Male,Married,1990,4,Life Sciences,6,14.0,10,7,6,4,1,2,3.0,4,3.0,No,0.0,8,1,Unknown,1, research scientist ,1,867.0,90.0,6076.0,19,1,1000000000
249,1823,34,Male,Unknown,1989,2,Unknown,1,10.0,10,4,8,2,3,3,3.0,4,4.0,No,0.0,8,0,travel_rarely,5, sales executive ,2,803.6650693664781,92.0,22128.0,21,2,1000000000
250,nan71,29,Male,Married,1994,1,Medical,1,11.042145009078661,11,3,10,4,4,2,4.0,3,3.1516669559681025,No,0.0,46,0,travel_frequently,3, laboratory technician ,1,574.0,40.0,7003.0,13,0,1000000000
251,1857,46,Male,Divorced,1977,2,Life Sciences,3,12.0,9,4,7,4,4,3,2.0,3,3.0,No,0.26565020785176613,2,1,travel_rarely,4, manufacturing director ,3,706.0,82.0,19989.0,14,1,1000000000
252,1864,27,Female,Married,1996,1,Medical,1,11.184617865447876,9,5,8,2,3,4,3.0,2,4.0,No,0.0,23,0,travel_rarely,5, sales representative ,2,728.0,36.0,7018.0,21,1,1000000000
253,1881,31,Male,Divorced,1992,3,Life Sciences,1,10.0,10,0,2,2,3,1,3.0,3,3.0,No,0.0,36,0,Unknown,2, laboratory technician ,2,311.0,89.0,18624.0,11,1,1000000000
254,1888,45,Female,Unknown,1978,2,Life Sciences,0,10.0,9,3,8,2,4,4,2.0,2,3.1560254718064304,No,0.0,25,1,travel_rarely,2, manufacturing director ,2,556.0,93.0,23888.0,13,2,1000000000
255,1950,34,Male,Unknown,1989,3,Marketing,1,14.0,14,2,1,1,4,1,2.0,3,4.0,No,0.0,1,0,travel_rarely,3, sales executive ,3,937.0,32.0,6770.0,21,0,1000000000
256,nan72,31,Male,Married,1992,3,Life Sciences,1,10.0,10,8,7,4,1,2,3.0,1,3.1484450096528547,No,0.29124436871418957,1,1,Unknown,6, research scientist ,2,1125.0,48.0,5771.0,21,0,1000000000
